d band center is: -2.349591536296602 eV
energy      spin1_Cu                   spin2_Cu
-8.434     0.000000000               0.000000000               
-8.425     0.000000000               0.000000000               
-8.415     0.000000000               0.000000000               
-8.405     0.000000161               0.000000161               
-8.395     0.000005506               0.000005506               
-8.385     0.000071208               0.000071208               
-8.375     0.000373258               0.000373258               
-8.365     0.000911451               0.000911451               
-8.354     0.001338582               0.001338582               
-8.345     0.001630444               0.001630444               
-8.335     0.002072192               0.002072192               
-8.325     0.002446431               0.002446431               
-8.315     0.002313288               0.002313288               
-8.305     0.001801355               0.001801355               
-8.295     0.000847267               0.000847267               
-8.285     0.000174502               0.000174502               
-8.275     0.000013940               0.000013940               
-8.264     0.000000415               0.000000415               
-8.255     0.000000000               0.000000000               
-8.245     0.000000000               0.000000000               
-8.235     0.000000000               0.000000000               
-8.225     0.000000000               0.000000000               
-8.215     0.000000000               0.000000000               
-8.205     0.000000000               0.000000000               
-8.195     0.000000000               0.000000000               
-8.184     0.000000000               0.000000000               
-8.175     0.000000000               0.000000000               
-8.165     0.000000000               0.000000000               
-8.155     0.000000000               0.000000000               
-8.145     0.000000080               0.000000080               
-8.135     0.000002726               0.000002726               
-8.125     0.000034678               0.000034678               
-8.115     0.000174461               0.000174461               
-8.104     0.000389630               0.000389630               
-8.095     0.000494932               0.000494932               
-8.085     0.000503586               0.000503586               
-8.075     0.000506702               0.000506702               
-8.065     0.000536419               0.000536419               
-8.055     0.000607319               0.000607319               
-8.045     0.000714974               0.000714974               
-8.035     0.000897374               0.000897374               
-8.025     0.001253478               0.001253478               
-8.014     0.001850039               0.001850039               
-8.005     0.002713401               0.002713401               
-7.994     0.003423794               0.003423794               
-7.984     0.003427838               0.003427838               
-7.974     0.003539777               0.003539777               
-7.965     0.003741392               0.003741392               
-7.955     0.002624958               0.002624958               
-7.945     0.000977536               0.000977536               
-7.934     0.000171802               0.000171802               
-7.924     0.000012742               0.000012742               
-7.914     0.000000361               0.000000361               
-7.904     0.000000000               0.000000000               
-7.894     0.000000000               0.000000000               
-7.885     0.000000000               0.000000000               
-7.875     0.000000000               0.000000000               
-7.865     0.000000000               0.000000000               
-7.854     0.000000000               0.000000000               
-7.844     0.000000000               0.000000000               
-7.834     0.000000000               0.000000000               
-7.824     0.000000000               0.000000000               
-7.814     0.000000000               0.000000000               
-7.804     0.000000000               0.000000000               
-7.795     0.000000000               0.000000000               
-7.785     0.000000000               0.000000000               
-7.775     0.000000000               0.000000000               
-7.764     0.000000000               0.000000000               
-7.754     0.000000000               0.000000000               
-7.744     0.000000000               0.000000000               
-7.734     0.000000000               0.000000000               
-7.724     0.000000000               0.000000000               
-7.715     0.000000000               0.000000000               
-7.705     0.000000000               0.000000000               
-7.695     0.000000000               0.000000000               
-7.684     0.000000000               0.000000000               
-7.674     0.000000000               0.000000000               
-7.664     0.000000040               0.000000040               
-7.654     0.000001410               0.000001410               
-7.644     0.000018964               0.000018964               
-7.635     0.000108665               0.000108665               
-7.625     0.000312598               0.000312598               
-7.615     0.000563178               0.000563178               
-7.604     0.000769352               0.000769352               
-7.594     0.000866681               0.000866681               
-7.584     0.000847924               0.000847924               
-7.574     0.000817594               0.000817594               
-7.564     0.000844664               0.000844664               
-7.554     0.000959827               0.000959827               
-7.545     0.001233920               0.001233920               
-7.535     0.001758142               0.001758142               
-7.525     0.002292103               0.002292103               
-7.514     0.002397260               0.002397260               
-7.504     0.002254597               0.002254597               
-7.494     0.002207224               0.002207224               
-7.484     0.002143141               0.002143141               
-7.474     0.001650475               0.001650475               
-7.465     0.000852863               0.000852863               
-7.455     0.000315977               0.000315977               
-7.445     0.000360981               0.000360981               
-7.434     0.000909645               0.000909645               
-7.425     0.001657640               0.001657640               
-7.414     0.002563232               0.002563232               
-7.404     0.003679992               0.003679992               
-7.394     0.004426379               0.004426379               
-7.385     0.004251019               0.004251019               
-7.374     0.003441785               0.003441785               
-7.364     0.002225500               0.002225500               
-7.354     0.000886698               0.000886698               
-7.345     0.000167276               0.000167276               
-7.334     0.000012878               0.000012878               
-7.324     0.000000375               0.000000375               
-7.314     0.000000013               0.000000013               
-7.304     0.000000590               0.000000590               
-7.295     0.000010421               0.000010421               
-7.284     0.000088636               0.000088636               
-7.274     0.000371402               0.000371402               
-7.264     0.000805757               0.000805757               
-7.255     0.001106048               0.001106048               
-7.244     0.001254113               0.001254113               
-7.234     0.001303865               0.001303865               
-7.224     0.001283846               0.001283846               
-7.215     0.001287018               0.001287018               
-7.204     0.001324640               0.001324640               
-7.194     0.001363688               0.001363688               
-7.184     0.001365005               0.001365005               
-7.175     0.001341791               0.001341791               
-7.164     0.001372770               0.001372770               
-7.154     0.001484089               0.001484089               
-7.144     0.001646840               0.001646840               
-7.135     0.001919052               0.001919052               
-7.124     0.002413446               0.002413446               
-7.114     0.003005480               0.003005480               
-7.104     0.003286946               0.003286946               
-7.095     0.003189873               0.003189873               
-7.084     0.003003949               0.003003949               
-7.074     0.002814528               0.002814528               
-7.064     0.002631201               0.002631201               
-7.054     0.002671202               0.002671202               
-7.045     0.003074189               0.003074189               
-7.034     0.003459844               0.003459844               
-7.024     0.003285341               0.003285341               
-7.014     0.002585633               0.002585633               
-7.005     0.001557853               0.001557853               
-6.994     0.000578144               0.000578144               
-6.984     0.000104649               0.000104649               
-6.974     0.000007909               0.000007909               
-6.965     0.000000228               0.000000228               
-6.954     0.000000000               0.000000000               
-6.944     0.000000000               0.000000000               
-6.934     0.000000000               0.000000000               
-6.925     0.000000000               0.000000000               
-6.914     0.000000000               0.000000000               
-6.904     0.000000000               0.000000000               
-6.894     0.000000000               0.000000000               
-6.885     0.000000120               0.000000120               
-6.874     0.000004109               0.000004109               
-6.864     0.000052715               0.000052715               
-6.854     0.000270959               0.000270959               
-6.845     0.000636320               0.000636320               
-6.834     0.000889976               0.000889976               
-6.824     0.001037682               0.001037682               
-6.814     0.001194937               0.001194937               
-6.804     0.001339451               0.001339451               
-6.795     0.001447938               0.001447938               
-6.784     0.001545508               0.001545508               
-6.774     0.001632429               0.001632429               
-6.764     0.001805859               0.001805859               
-6.755     0.002322583               0.002322583               
-6.744     0.003142962               0.003142962               
-6.734     0.003706373               0.003706373               
-6.724     0.003907950               0.003907950               
-6.715     0.004113066               0.004113066               
-6.704     0.004657379               0.004657379               
-6.694     0.005545977               0.005545977               
-6.684     0.005798488               0.005798488               
-6.675     0.004867342               0.004867342               
-6.664     0.004258536               0.004258536               
-6.654     0.004313436               0.004313436               
-6.644     0.004553703               0.004553703               
-6.635     0.005109676               0.005109676               
-6.624     0.005849870               0.005849870               
-6.614     0.005861940               0.005861940               
-6.604     0.005101615               0.005101615               
-6.595     0.004420348               0.004420348               
-6.584     0.004034742               0.004034742               
-6.574     0.003824590               0.003824590               
-6.564     0.003707709               0.003707709               
-6.554     0.003630576               0.003630576               
-6.545     0.003576259               0.003576259               
-6.534     0.003530066               0.003530066               
-6.524     0.003500000               0.003500000               
-6.514     0.003469947               0.003469947               
-6.505     0.003424184               0.003424184               
-6.494     0.003374783               0.003374783               
-6.484     0.003315145               0.003315145               
-6.474     0.003198838               0.003198838               
-6.465     0.002917400               0.002917400               
-6.454     0.002517013               0.002517013               
-6.444     0.002167455               0.002167455               
-6.434     0.001884480               0.001884480               
-6.425     0.001742010               0.001742010               
-6.414     0.001744758               0.001744758               
-6.404     0.001839049               0.001839049               
-6.394     0.002053595               0.002053595               
-6.385     0.002667165               0.002667165               
-6.374     0.003910774               0.003910774               
-6.364     0.005318050               0.005318050               
-6.354     0.006533881               0.006533881               
-6.345     0.007854128               0.007854128               
-6.334     0.009424414               0.009424414               
-6.324     0.011133471               0.011133471               
-6.314     0.013040454               0.013040454               
-6.304     0.015052189               0.015052189               
-6.295     0.015184350               0.015184350               
-6.284     0.012206819               0.012206819               
-6.274     0.009508942               0.009508942               
-6.264     0.008770069               0.008770069               
-6.255     0.008853423               0.008853423               
-6.244     0.008448356               0.008448356               
-6.234     0.007565616               0.007565616               
-6.224     0.006752182               0.006752182               
-6.215     0.006227876               0.006227876               
-6.204     0.006067590               0.006067590               
-6.194     0.006064558               0.006064558               
-6.184     0.005968976               0.005968976               
-6.175     0.005762038               0.005762038               
-6.164     0.005493595               0.005493595               
-6.154     0.005155325               0.005155325               
-6.144     0.004604120               0.004604120               
-6.135     0.003925402               0.003925402               
-6.124     0.003582762               0.003582762               
-6.114     0.003602754               0.003602754               
-6.104     0.003813608               0.003813608               
-6.095     0.004332935               0.004332935               
-6.084     0.005762042               0.005762042               
-6.074     0.008907270               0.008907270               
-6.064     0.012342930               0.012342930               
-6.054     0.013674132               0.013674132               
-6.045     0.014977141               0.014977141               
-6.034     0.016513884               0.016513884               
-6.024     0.015985090               0.015985090               
-6.014     0.014503536               0.014503536               
-6.005     0.013247700               0.013247700               
-5.994     0.012179367               0.012179367               
-5.984     0.011414106               0.011414106               
-5.974     0.009838924               0.009838924               
-5.965     0.006858014               0.006858014               
-5.954     0.005659627               0.005659627               
-5.944     0.007512058               0.007512058               
-5.934     0.010942252               0.010942252               
-5.925     0.015225103               0.015225103               
-5.914     0.020955409               0.020955409               
-5.904     0.026771846               0.026771846               
-5.894     0.029008314               0.029008314               
-5.885     0.028044390               0.028044390               
-5.874     0.026741654               0.026741654               
-5.864     0.026579059               0.026579059               
-5.854     0.024365848               0.024365848               
-5.845     0.018358918               0.018358918               
-5.834     0.014449354               0.014449354               
-5.824     0.013790671               0.013790671               
-5.814     0.013093863               0.013093863               
-5.804     0.011493825               0.011493825               
-5.795     0.009456883               0.009456883               
-5.784     0.007640486               0.007640486               
-5.774     0.007168104               0.007168104               
-5.764     0.010436403               0.010436403               
-5.755     0.016240535               0.016240535               
-5.744     0.019247838               0.019247838               
-5.734     0.021658974               0.021658974               
-5.724     0.024754469               0.024754469               
-5.715     0.026067841               0.026067841               
-5.704     0.024948023               0.024948023               
-5.694     0.022215118               0.022215118               
-5.684     0.019036972               0.019036972               
-5.675     0.016789889               0.016789889               
-5.664     0.015502878               0.015502878               
-5.654     0.014797325               0.014797325               
-5.644     0.014509935               0.014509935               
-5.635     0.014113426               0.014113426               
-5.624     0.013457358               0.013457358               
-5.614     0.012811650               0.012811650               
-5.604     0.013014914               0.013014914               
-5.595     0.015485667               0.015485667               
-5.584     0.019614463               0.019614463               
-5.574     0.022940611               0.022940611               
-5.564     0.025587296               0.025587296               
-5.554     0.028483133               0.028483133               
-5.545     0.031559812               0.031559812               
-5.534     0.034177729               0.034177729               
-5.524     0.035340915               0.035340915               
-5.514     0.034187341               0.034187341               
-5.505     0.030473476               0.030473476               
-5.494     0.029477742               0.029477742               
-5.484     0.030684784               0.030684784               
-5.474     0.021811245               0.021811245               
-5.465     0.012459505               0.012459505               
-5.454     0.009968341               0.009968341               
-5.444     0.010529121               0.010529121               
-5.434     0.013739852               0.013739852               
-5.425     0.020457016               0.020457016               
-5.414     0.027403704               0.027403704               
-5.404     0.032145240               0.032145240               
-5.394     0.035997487               0.035997487               
-5.385     0.037256661               0.037256661               
-5.374     0.034898469               0.034898469               
-5.364     0.031348608               0.031348608               
-5.354     0.028407222               0.028407222               
-5.345     0.028429900               0.028429900               
-5.334     0.033399634               0.033399634               
-5.324     0.041871222               0.041871222               
-5.314     0.049234595               0.049234595               
-5.304     0.051106663               0.051106663               
-5.295     0.049745049               0.049745049               
-5.284     0.046157305               0.046157305               
-5.274     0.039440992               0.039440992               
-5.264     0.032814383               0.032814383               
-5.255     0.027589449               0.027589449               
-5.244     0.023496548               0.023496548               
-5.234     0.020652824               0.020652824               
-5.224     0.019689893               0.019689893               
-5.215     0.023415649               0.023415649               
-5.204     0.037303758               0.037303758               
-5.194     0.057747133               0.057747133               
-5.184     0.067449929               0.067449929               
-5.175     0.062103611               0.062103611               
-5.164     0.050466343               0.050466343               
-5.154     0.036912285               0.036912285               
-5.144     0.028421130               0.028421130               
-5.135     0.026379728               0.026379728               
-5.124     0.028133585               0.028133585               
-5.114     0.033535171               0.033535171               
-5.104     0.041992084               0.041992084               
-5.095     0.050447844               0.050447844               
-5.084     0.057780485               0.057780485               
-5.074     0.060628591               0.060628591               
-5.064     0.055219391               0.055219391               
-5.054     0.046230394               0.046230394               
-5.045     0.035613047               0.035613047               
-5.034     0.030441304               0.030441304               
-5.024     0.037651316               0.037651316               
-5.014     0.053434552               0.053434552               
-5.005     0.071980650               0.071980650               
-4.994     0.088277416               0.088277416               
-4.984     0.098663162               0.098663162               
-4.974     0.106459353               0.106459353               
-4.965     0.113412176               0.113412176               
-4.954     0.116816693               0.116816693               
-4.944     0.117312187               0.117312187               
-4.934     0.120936708               0.120936708               
-4.925     0.127186071               0.127186071               
-4.914     0.136136640               0.136136640               
-4.904     0.157169320               0.157169320               
-4.894     0.173664111               0.173664111               
-4.885     0.155251955               0.155251955               
-4.874     0.138850732               0.138850732               
-4.864     0.151798133               0.151798133               
-4.854     0.167516196               0.167516196               
-4.845     0.155495916               0.155495916               
-4.834     0.135448783               0.135448783               
-4.824     0.136963627               0.136963627               
-4.814     0.137613857               0.137613857               
-4.804     0.125902582               0.125902582               
-4.795     0.128644969               0.128644969               
-4.784     0.126167845               0.126167845               
-4.774     0.096499172               0.096499172               
-4.764     0.081647566               0.081647566               
-4.755     0.125617673               0.125617673               
-4.744     0.207826597               0.207826597               
-4.734     0.242297685               0.242297685               
-4.724     0.185967093               0.185967093               
-4.715     0.111781706               0.111781706               
-4.704     0.132106887               0.132106887               
-4.694     0.230513166               0.230513166               
-4.684     0.283930683               0.283930683               
-4.675     0.229835084               0.229835084               
-4.664     0.152106820               0.152106820               
-4.654     0.138504328               0.138504328               
-4.644     0.177309737               0.177309737               
-4.635     0.207853657               0.207853657               
-4.624     0.180102473               0.180102473               
-4.614     0.132531389               0.132531389               
-4.604     0.099210183               0.099210183               
-4.595     0.089002668               0.089002668               
-4.584     0.130377483               0.130377483               
-4.574     0.216648420               0.216648420               
-4.564     0.276436424               0.276436424               
-4.554     0.284017004               0.284017004               
-4.545     0.284798937               0.284798937               
-4.534     0.301344023               0.301344023               
-4.524     0.319487171               0.319487171               
-4.514     0.313916317               0.313916317               
-4.505     0.305325716               0.305325716               
-4.494     0.351391616               0.351391616               
-4.484     0.379807927               0.379807927               
-4.474     0.347001128               0.347001128               
-4.465     0.332554785               0.332554785               
-4.454     0.346586269               0.346586269               
-4.444     0.378061138               0.378061138               
-4.434     0.421599987               0.421599987               
-4.425     0.435877569               0.435877569               
-4.414     0.457791240               0.457791240               
-4.404     0.443217985               0.443217985               
-4.394     0.429565803               0.429565803               
-4.385     0.571409838               0.571409838               
-4.374     0.594745884               0.594745884               
-4.364     0.423373258               0.423373258               
-4.354     0.445476587               0.445476587               
-4.345     0.720069803               0.720069803               
-4.334     0.745187237               0.745187237               
-4.324     0.472200147               0.472200147               
-4.314     0.381754368               0.381754368               
-4.304     0.421628953               0.421628953               
-4.295     0.313297412               0.313297412               
-4.284     0.198861519               0.198861519               
-4.274     0.214321835               0.214321835               
-4.264     0.280782571               0.280782571               
-4.255     0.288299878               0.288299878               
-4.244     0.284066564               0.284066564               
-4.234     0.327270753               0.327270753               
-4.224     0.388513847               0.388513847               
-4.215     0.429329110               0.429329110               
-4.204     0.477486769               0.477486769               
-4.194     0.539265654               0.539265654               
-4.184     0.523936714               0.523936714               
-4.175     0.476511937               0.476511937               
-4.164     0.528017455               0.528017455               
-4.154     0.627971115               0.627971115               
-4.144     0.786024340               0.786024340               
-4.135     0.963762424               0.963762410               
-4.124     0.948474323               0.948473880               
-4.114     0.884259274               0.884253875               
-4.104     0.883094379               0.883070182               
-4.095     0.855166328               0.855126434               
-4.084     0.919071591               0.919047380               
-4.074     0.996311036               0.996305194               
-4.064     0.858888427               0.858882585               
-4.054     0.775826164               0.775801953               
-4.045     0.729862511               0.729822616               
-4.034     0.474911282               0.474887084               
-4.024     0.354148325               0.354142926               
-4.014     0.434023137               0.434022694               
-4.005     0.522301220               0.522301206               
-3.994     0.599792286               0.599792286               
-3.984     0.640144499               0.640144499               
-3.974     0.576201183               0.576201183               
-3.965     0.526452282               0.526452282               
-3.954     0.512676044               0.512676044               
-3.944     0.536968218               0.536968218               
-3.934     0.534697268               0.534697268               
-3.925     0.616534274               0.616534274               
-3.914     0.750647522               0.750647522               
-3.904     0.697261818               0.697261818               
-3.894     0.655785048               0.655785048               
-3.885     0.688515078               0.688515078               
-3.874     0.661700322               0.661700322               
-3.864     0.614681545               0.614681545               
-3.854     0.583493918               0.583493918               
-3.845     0.608506603               0.608506603               
-3.834     0.636863309               0.636863309               
-3.824     0.643746130               0.643746130               
-3.814     0.590805701               0.590805701               
-3.804     0.618891956               0.618891956               
-3.795     0.674584300               0.674584300               
-3.784     0.590998611               0.590998611               
-3.774     0.525441203               0.525441203               
-3.764     0.507552262               0.507552262               
-3.755     0.475882018               0.475882018               
-3.744     0.447206119               0.447206119               
-3.734     0.425626156               0.425626156               
-3.724     0.417071516               0.417071516               
-3.715     0.418747543               0.418747543               
-3.704     0.375562724               0.375562724               
-3.694     0.366384083               0.366384083               
-3.684     0.457422508               0.457422508               
-3.675     0.584765848               0.584765848               
-3.664     0.602984138               0.602984138               
-3.654     0.635053856               0.635053856               
-3.644     0.736118387               0.736118387               
-3.635     0.800610257               0.800610257               
-3.624     0.774980741               0.774980741               
-3.614     0.661295565               0.661295565               
-3.604     0.640481018               0.640481018               
-3.595     0.660067167               0.660067167               
-3.584     0.643510013               0.643510013               
-3.574     0.670871351               0.670871351               
-3.564     0.632966106               0.632966106               
-3.554     0.604061099               0.604061099               
-3.545     0.629071122               0.629071122               
-3.534     0.690858392               0.690858392               
-3.524     0.725284715               0.725284715               
-3.514     0.765555176               0.765555176               
-3.505     0.869191806               0.869191806               
-3.494     0.850930545               0.850930545               
-3.484     0.736076682               0.736076682               
-3.474     0.706811238               0.706811238               
-3.465     0.771731881               0.771731881               
-3.454     0.826346570               0.826346570               
-3.444     0.857371755               0.857371755               
-3.434     0.738527169               0.738527169               
-3.425     0.606047107               0.606047107               
-3.415     0.641250159               0.641250159               
-3.404     0.820908869               0.820908869               
-3.394     1.110613490               1.110613490               
-3.385     1.410305809               1.410305809               
-3.375     1.348024630               1.348024630               
-3.364     1.102717589               1.102717589               
-3.354     1.003114666               1.003114666               
-3.345     1.133488977               1.133488964               
-3.335     1.157150473               1.157150030               
-3.324     1.054160178               1.054154779               
-3.314     1.287872589               1.287848392               
-3.304     1.750378875               1.750338980               
-3.295     1.697620263               1.697596066               
-3.285     1.251572660               1.251567261               
-3.274     1.107953785               1.107953355               
-3.264     1.046434755               1.046435184               
-3.255     1.025742697               1.025748096               
-3.245     1.604059952               1.604084149               
-3.234     2.079824450               2.079864344               
-3.224     1.737669236               1.737693433               
-3.215     1.451701576               1.451706975               
-3.205     1.595182140               1.595182583               
-3.194     1.712058462               1.712058475               
-3.184     1.485033820               1.485033820               
-3.175     1.350150443               1.350150443               
-3.165     1.541268629               1.541268629               
-3.154     1.541612802               1.541612802               
-3.144     1.362106980               1.362106980               
-3.135     1.349112762               1.349112762               
-3.125     1.280118750               1.280118750               
-3.114     0.994351581               0.994351581               
-3.104     1.118472923               1.118472923               
-3.095     1.614970826               1.614970826               
-3.085     1.854222505               1.854222505               
-3.074     1.750366022               1.750366022               
-3.064     1.491290296               1.491290296               
-3.054     1.377898730               1.377898717               
-3.045     1.626358924               1.626358481               
-3.035     1.917436558               1.917431159               
-3.024     1.855446821               1.855422624               
-3.014     1.746463971               1.746424077               
-3.005     1.739394101               1.739369904               
-2.995     1.776319526               1.776314127               
-2.984     1.888490429               1.888489973               
-2.974     1.923655208               1.923654751               
-2.965     1.773315528               1.773310129               
-2.955     1.487133607               1.487109410               
-2.944     1.400311694               1.400271800               
-2.934     1.478714865               1.478690667               
-2.925     1.579298510               1.579293111               
-2.915     1.734558613               1.734558170               
-2.904     1.800761691               1.800761691               
-2.894     1.587950387               1.587950830               
-2.885     1.471541292               1.471546691               
-2.875     1.958873899               1.958898096               
-2.864     2.755616126               2.755656020               
-2.854     3.041314753               3.041338950               
-2.845     2.902262776               2.902268202               
-2.835     2.528817463               2.528818792               
-2.824     2.123072910               2.123083722               
-2.814     2.535344677               2.535393072               
-2.804     3.403431368               3.403511156               
-2.795     3.153110073               3.153158468               
-2.785     2.434723376               2.434734174               
-2.774     2.139413992               2.139414865               
-2.764     1.850225638               1.850225221               
-2.755     1.659889423               1.659884024               
-2.745     2.133287339               2.133263142               
-2.734     2.625204215               2.625164321               
-2.724     2.499358499               2.499334302               
-2.715     2.041971725               2.041966326               
-2.705     1.696693143               1.696692700               
-2.694     1.520474473               1.520474460               
-2.684     1.420418375               1.420418375               
-2.675     1.391096346               1.391096346               
-2.665     1.428049806               1.428049806               
-2.654     1.595324871               1.595324871               
-2.644     1.656137095               1.656137095               
-2.635     1.505980447               1.505980447               
-2.625     1.394193073               1.394193073               
-2.614     1.386424301               1.386424301               
-2.604     1.358433425               1.358433425               
-2.595     1.317247641               1.317247641               
-2.585     1.288920491               1.288920491               
-2.574     1.262107572               1.262107572               
-2.564     1.277978154               1.277978154               
-2.554     1.297188073               1.297188073               
-2.545     1.266988167               1.266988167               
-2.535     1.344632685               1.344632685               
-2.524     1.483170819               1.483170819               
-2.514     1.374381372               1.374381372               
-2.505     1.238024713               1.238024713               
-2.495     1.225214306               1.225214306               
-2.484     1.099245749               1.099245749               
-2.474     1.029108246               1.029108246               
-2.465     1.119332353               1.119332353               
-2.455     1.200732308               1.200732308               
-2.444     1.160598774               1.160598774               
-2.434     1.058452819               1.058452819               
-2.425     1.027378406               1.027378406               
-2.415     1.085271775               1.085271775               
-2.404     1.171040870               1.171040870               
-2.394     1.257763110               1.257763110               
-2.385     1.290943060               1.290943060               
-2.375     1.234633599               1.234633599               
-2.364     1.234225342               1.234225342               
-2.354     1.124529337               1.124529337               
-2.345     1.071751226               1.071751226               
-2.335     1.259017382               1.259017382               
-2.324     1.372905238               1.372905238               
-2.314     1.308132940               1.308132940               
-2.304     1.297303773               1.297303773               
-2.295     1.269003915               1.269003915               
-2.285     1.049341751               1.049341751               
